"phase","experiment_id","formulation","temperature_c","pc_g","ec_g","emc_g","lipf6_g","ionic_conductivity_s_cm","ln_ionic_conductivity"
"liquid","PYA_30032021_BM072_1","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","40.0","4.2379","1.0561","5.2961","2.4015","0.0097638325216209","-4.663776743796788"
"liquid","PYA_30032021_BM072_1","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","50.0","4.2379","1.0561","5.2961","2.4015","0.0111028412023037","-4.386593124131398"
"liquid","PYA_30032021_BM072_1","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","60.0","4.2379","1.0561","5.2961","2.4015","0.0151736481594505","-4.126049673739031"
"liquid","PYA_30032021_BM072_3","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","-30.0","4.2379","1.0561","5.2961","2.4015","0.0004696288904965","-7.56730428356518"
"liquid","PYA_30032021_BM072_3","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","-20.0","4.2379","1.0561","5.2961","2.4015","0.0009160351140172","-7.087016536121169"
"liquid","PYA_30032021_BM072_3","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","-10.0","4.2379","1.0561","5.2961","2.4015","0.0014673376615376","-6.643231752571818"
"liquid","PYA_30032021_BM072_3","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","0.0","4.2379","1.0561","5.2961","2.4015","0.0020886145704649","-6.231940821012168"
"liquid","PYA_30032021_BM072_3","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","10.0","4.2379","1.0561","5.2961","2.4015","0.0029763011843975","-5.849700988273616"
"liquid","PYA_30032021_BM072_3","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","20.0","4.2379","1.0561","5.2961","2.4015","0.0036929220109318","-5.493539261128685"
"liquid","PYA_30032021_BM072_3","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","30.0","4.2379","1.0561","5.2961","2.4015","0.0047963123610926","-5.160874926505276"
"liquid","PYA_30032021_BM072_3","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","40.0","4.2379","1.0561","5.2961","2.4015","0.0057935860995135","-4.849456916941639"
"liquid","PYA_30032021_BM072_3","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","50.0","4.2379","1.0561","5.2961","2.4015","0.0134340486331469","-4.557312805540693"
"liquid","PYA_30032021_BM072_3","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","60.0","4.2379","1.0561","5.2961","2.4015","0.0157767824102312","-4.282706986884811"
"liquid","PYA_30032021_BM072_4","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","-30.0","4.2379","1.0561","5.2961","2.4015","0.0005175080799228","-7.381160120667978"
"liquid","PYA_30032021_BM072_4","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","-20.0","4.2379","1.0561","5.2961","2.4015","0.0009965156741438","-6.9220495602937895"
"liquid","PYA_30032021_BM072_4","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","-10.0","4.2379","1.0561","5.2961","2.4015","0.0016719120931821","-6.497832449311519"
"liquid","PYA_30032021_BM072_4","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","0.0","4.2379","1.0561","5.2961","2.4015","0.0024675967469779","-6.104676448413983"
"liquid","PYA_30032021_BM072_4","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","10.0","4.2379","1.0561","5.2961","2.4015","0.0034942526116172","-5.739290604740361"
"liquid","PYA_30032021_BM072_4","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","20.0","4.2379","1.0561","5.2961","2.4015","0.0047498143200187","-5.398833012383376"
"liquid","PYA_30032021_BM072_4","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","30.0","4.2379","1.0561","5.2961","2.4015","0.006240785535326","-5.080836748897049"
"liquid","PYA_30032021_BM072_4","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","40.0","4.2379","1.0561","5.2961","2.4015","0.0078049032030012","-4.783150002478344"
"liquid","PYA_30032021_BM072_4","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","50.0","4.2379","1.0561","5.2961","2.4015","0.0104552903362128","-4.503887315872033"
"liquid","PYA_30032021_BM072_4","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","60.0","4.2379","1.0561","5.2961","2.4015","0.0138358559294724","-4.241389611202164"
"liquid","PYA_30032021_BM073_1","PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g","-30.0","5.2948","0.0","5.2994","2.4065","0.000579090536179","-7.249699504468768"
"liquid","PYA_30032021_BM073_1","PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g","-20.0","5.2948","0.0","5.2994","2.4065","0.0011181142290483","-6.803423169664142"
"liquid","PYA_30032021_BM073_1","PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g","-10.0","5.2948","0.0","5.2994","2.4065","0.0018240558737387","-6.391064853845236"
"liquid","PYA_30032021_BM073_1","PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g","0.0","5.2948","0.0","5.2994","2.4065","0.0027196885393786","-6.008899348996045"
"liquid","PYA_30032021_BM073_1","PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g","10.0","5.2948","0.0","5.2994","2.4065","0.0038020845169232","-5.6537276993366286"
"liquid","PYA_30032021_BM073_1","PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g","20.0","5.2948","0.0","5.2994","2.4065","0.0053325781605681","-5.322787443138538"
"liquid","PYA_30032021_BM073_1","PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g","30.0","5.2948","0.0","5.2994","2.4065","0.006987152364293","-5.013680619643606"
"liquid","PYA_30032021_BM073_1","PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g","40.0","5.2948","0.0","5.2994","2.4065","0.0085731275329559","-4.724315569962813"
"liquid","PYA_30032021_BM073_1","PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g","50.0","5.2948","0.0","5.2994","2.4065","0.0113877071118771","-4.4528595439354826"
"liquid","PYA_30032021_BM073_1","PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g","60.0","5.2948","0.0","5.2994","2.4065","0.0129079547097069","-4.19769984244829"
"liquid","PYA_30032021_BM073_2","PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g","-30.0","5.2948","0.0","5.2994","2.4065","0.0005972834095425","-7.159864492923203"
"liquid","PYA_30032021_BM073_2","PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g","-20.0","5.2948","0.0","5.2994","2.4065","0.0011617570572117","-6.716142124845488"
"liquid","PYA_30032021_BM073_2","PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g","-10.0","5.2948","0.0","5.2994","2.4065","0.0019887402328626","-6.306143668459029"
"liquid","PYA_30032021_BM073_2","PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g","0.0","5.2948","0.0","5.2994","2.4065","0.0030833799999999","-5.926165234506136"
"liquid","PYA_30032021_BM073_2","PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g","10.0","5.2948","0.0","5.2994","2.4065","0.0043654109924297","-5.57302617430941"
"liquid","PYA_30032021_BM073_2","PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g","20.0","5.2948","0.0","5.2994","2.4065","0.0070523189054198","-5.243979835258632"
"liquid","PYA_30032021_BM073_2","PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g","30.0","5.2948","0.0","5.2994","2.4065","0.0075455893140925","-4.936641979734212"
"liquid","PYA_30032021_BM073_2","PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g","40.0","5.2948","0.0","5.2994","2.4065","0.0080554496361223","-4.648932919070044"
"liquid","PYA_30032021_BM073_2","PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g","50.0","5.2948","0.0","5.2994","2.4065","0.0117777912336954","-4.379030391635904"
"liquid","PYA_30032021_BM073_2","PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g","60.0","5.2948","0.0","5.2994","2.4065","0.0136481056048201","-4.125330927532644"
"liquid","PYA_30032021_BM073_3","PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g","-30.0","5.2948","0.0","5.2994","2.4065","0.0005725044103876","-7.305759330755393"
"liquid","PYA_30032021_BM073_3","PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g","-20.0","5.2948","0.0","5.2994","2.4065","0.0010605326645919","-6.862153239114095"
"liquid","PYA_30032021_BM073_3","PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g","-10.0","5.2948","0.0","5.2994","2.4065","0.0017281785376479","-6.452262221889768"
"liquid","PYA_30032021_BM073_3","PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g","0.0","5.2948","0.0","5.2994","2.4065","0.0024339410320738","-6.072383360420471"
"liquid","PYA_30032021_BM073_3","PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g","10.0","5.2948","0.0","5.2994","2.4065","0.0036332129909294","-5.719336839510545"
"liquid","PYA_30032021_BM073_3","PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g","20.0","5.2948","0.0","5.2994","2.4065","0.0042784719594852","-5.3903767263038365"
"liquid","PYA_30032021_BM073_3","PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g","30.0","5.2948","0.0","5.2994","2.4065","0.0074438504033597","-5.0831194079648"
"liquid","PYA_30032021_BM073_3","PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g","40.0","5.2948","0.0","5.2994","2.4065","0.0074457161460773","-4.795485740805006"
"liquid","PYA_30032021_BM073_3","PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g","50.0","5.2948","0.0","5.2994","2.4065","0.0101667299445863","-4.525653940713747"
"liquid","PYA_30032021_BM073_3","PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g","60.0","5.2948","0.0","5.2994","2.4065","0.0132437242132668","-4.272020957977507"
"liquid","PYA_30032021_BM073_4","PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g","-30.0","5.2948","0.0","5.2994","2.4065","0.0005932107814187","-7.229265529372864"
"liquid","PYA_30032021_BM073_4","PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g","-20.0","5.2948","0.0","5.2994","2.4065","0.0009571063813259","-6.7940317752860775"
"liquid","PYA_30032021_BM073_4","PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g","-10.0","5.2948","0.0","5.2994","2.4065","0.0018741286337668","-6.391876778872616"
"liquid","PYA_30032021_BM073_4","PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g","0.0","5.2948","0.0","5.2994","2.4065","0.0028717105796935","-6.019167507988239"
"liquid","PYA_30032021_BM073_4","PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g","10.0","5.2948","0.0","5.2994","2.4065","0.0040054384040487","-5.672784161234844"
"liquid","PYA_30032021_BM073_4","PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g","20.0","5.2948","0.0","5.2994","2.4065","0.0055501526371255","-5.350032630736157"
"liquid","PYA_30032021_BM073_4","PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g","30.0","5.2948","0.0","5.2994","2.4065","0.0071962050133404","-5.048574290440255"
"liquid","PYA_30032021_BM073_4","PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g","40.0","5.2948","0.0","5.2994","2.4065","0.0088636616165673","-4.766369237086449"
"liquid","PYA_30032021_BM073_4","PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g","50.0","5.2948","0.0","5.2994","2.4065","0.0095931167011711","-4.501630069751757"
"liquid","PYA_30032021_BM073_4","PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g","60.0","5.2948","0.0","5.2994","2.4065","0.0112008905309161","-4.252783993657328"
"liquid","PYA_31082021_BM170_2","PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g","-30.0","1.4988","1.5063","7.215","1.861","0.0018816446419864","-6.224409385504225"
"liquid","PYA_31082021_BM170_2","PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g","-20.0","1.4988","1.5063","7.215","1.861","0.0027458126515724","-5.917355706636618"
"liquid","PYA_31082021_BM170_2","PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g","-10.0","1.4988","1.5063","7.215","1.861","0.0036398271797269","-5.63363880746634"
"liquid","PYA_31082021_BM170_2","PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g","0.0","1.4988","1.5063","7.215","1.861","0.0044276326024329","-5.370695614989841"
"liquid","PYA_31082021_BM170_2","PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g","10.0","1.4988","1.5063","7.215","1.861","0.0060237472818287","-5.126325136091056"
"liquid","PYA_31082021_BM170_2","PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g","20.0","1.4988","1.5063","7.215","1.861","0.0074490472242018","-4.898626700780795"
"liquid","PYA_31082021_BM170_2","PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g","30.0","1.4988","1.5063","7.215","1.861","0.010824560511969","-4.6859504284466365"
"liquid","PYA_31082021_BM170_2","PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g","40.0","1.4988","1.5063","7.215","1.861","0.0110660962493384","-4.486857184842105"
"liquid","PYA_31082021_BM170_2","PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g","50.0","1.4988","1.5063","7.215","1.861","0.0143200530674776","-4.300085973953312"
"liquid","PYA_31082021_BM170_2","PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g","60.0","1.4988","1.5063","7.215","1.861","0.013955809417471","-4.124527202559569"
"liquid","PYA_31082021_BM170_3","PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g","-30.0","1.4988","1.5063","7.215","1.861","0.0021187071995757","-5.959633351259352"
"liquid","PYA_31082021_BM170_3","PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g","-20.0","1.4988","1.5063","7.215","1.861","0.0033533317272752","-5.692718047032534"
"liquid","PYA_31082021_BM170_3","PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g","-10.0","1.4988","1.5063","7.215","1.861","0.0041502465949179","-5.446088914512103"
"liquid","PYA_31082021_BM170_3","PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g","0.0","1.4988","1.5063","7.215","1.861","0.0066044011094855","-5.217517928249805"
"liquid","PYA_31082021_BM170_3","PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g","10.0","1.4988","1.5063","7.215","1.861","0.0079355235408782","-5.005091811227294"
"liquid","PYA_31082021_BM170_3","PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g","20.0","1.4988","1.5063","7.215","1.861","0.0092457748587564","-4.8071583510031815"
"liquid","PYA_31082021_BM170_3","PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g","30.0","1.4988","1.5063","7.215","1.861","0.0096783431638875","-4.622283341065997"
"liquid","PYA_31082021_BM170_3","PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g","40.0","1.4988","1.5063","7.215","1.861","0.0114131355647336","-4.449215772287182"
"liquid","PYA_31082021_BM170_3","PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g","50.0","1.4988","1.5063","7.215","1.861","0.0128508247462105","-4.286859487356662"
"liquid","PYA_31082021_BM170_3","PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g","60.0","1.4988","1.5063","7.215","1.861","0.0138944806382753","-4.134249940227764"
"liquid","PYA_31082021_BM170_4","PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g","-30.0","1.4988","1.5063","7.215","1.861","0.0018051696652189","-6.255656226694966"
"liquid","PYA_31082021_BM170_4","PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g","-20.0","1.4988","1.5063","7.215","1.861","0.0026343922630289","-5.95956827432572"
"liquid","PYA_31082021_BM170_4","PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g","-10.0","1.4988","1.5063","7.215","1.861","0.0035392151606146","-5.685983681437318"
"liquid","PYA_31082021_BM170_4","PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g","0.0","1.4988","1.5063","7.215","1.861","0.0044692437320337","-5.432430909371791"
"liquid","PYA_31082021_BM170_4","PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g","10.0","1.4988","1.5063","7.215","1.861","0.0056445373061274","-5.196787568495778"
"liquid","PYA_31082021_BM170_4","PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g","20.0","1.4988","1.5063","7.215","1.861","0.0063603569694174","-4.977220866942705"
"liquid","PYA_31082021_BM170_4","PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g","30.0","1.4988","1.5063","7.215","1.861","0.0089925102004143","-4.772139845848355"
"liquid","PYA_31082021_BM170_4","PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g","40.0","1.4988","1.5063","7.215","1.861","0.0107870999854475","-4.580156766385448"
"liquid","PYA_31082021_BM170_4","PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g","50.0","1.4988","1.5063","7.215","1.861","0.011694824967947","-4.400055666155897"
"liquid","PYA_31082021_BM170_4","PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g","60.0","1.4988","1.5063","7.215","1.861","0.0141780207570915","-4.230766578547058"
"liquid","PYA_31082021_BM170_6","PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g","-30.0","1.4988","1.5063","7.215","1.861","0.0019173639166323","-6.200903510249638"
"liquid","PYA_31082021_BM170_6","PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g","-20.0","1.4988","1.5063","7.215","1.861","0.0027627651468168","-5.903313490366557"
"liquid","PYA_31082021_BM170_6","PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g","-10.0","1.4988","1.5063","7.215","1.861","0.003705308531182","-5.628340990520191"
"liquid","PYA_31082021_BM170_6","PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g","0.0","1.4988","1.5063","7.215","1.861","0.0044956608598732","-5.373501933825672"
"liquid","PYA_31082021_BM170_6","PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g","10.0","1.4988","1.5063","7.215","1.861","0.0059528372580046","-5.136663163671469"
"liquid","PYA_31082021_BM170_6","PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g","20.0","1.4988","1.5063","7.215","1.861","0.007574214388851","-4.915982590355349"
"liquid","PYA_31082021_BM170_6","PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g","30.0","1.4988","1.5063","7.215","1.861","0.0095991758319456","-4.709861184007141"
"liquid","PYA_31082021_BM170_6","PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g","40.0","1.4988","1.5063","7.215","1.861","0.0114984600029964","-4.516904165738013"
"liquid","PYA_31082021_BM170_6","PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g","50.0","1.4988","1.5063","7.215","1.861","0.0128320253332143","-4.33588940451788"
"liquid","PYA_31082021_BM170_6","PC:1.4988g | EC:1.5063g | EMC:7.215g | LiPF6:1.861g","60.0","1.4988","1.5063","7.215","1.861","0.0140966382026042","-4.165741505745301"
"liquid","PYA_31082021_BM171_1","PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g","-30.0","1.5112","1.5076","7.202000000000001","1.2229","0.0014513454201835","-6.433055840196203"
"liquid","PYA_31082021_BM171_1","PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g","-20.0","1.5112","1.5076","7.202000000000001","1.2229","0.0022652214168225","-6.078112263701724"
"liquid","PYA_31082021_BM171_1","PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g","-10.0","1.5112","1.5076","7.202000000000001","1.2229","0.0032664599860696","-5.75014520831646"
"liquid","PYA_31082021_BM171_1","PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g","0.0","1.5112","1.5076","7.202000000000001","1.2229","0.0043428419425725","-5.446191849097056"
"liquid","PYA_31082021_BM171_1","PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g","10.0","1.5112","1.5076","7.202000000000001","1.2229","0.0057441972546701","-5.1637079130964"
"liquid","PYA_31082021_BM171_1","PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g","20.0","1.5112","1.5076","7.202000000000001","1.2229","0.0078848715871416","-4.9004962906554"
"liquid","PYA_31082021_BM171_1","PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g","30.0","1.5112","1.5076","7.202000000000001","1.2229","0.0115206350820567","-4.654649776077899"
"liquid","PYA_31082021_BM171_1","PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g","40.0","1.5112","1.5076","7.202000000000001","1.2229","0.0130192912132721","-4.424504779276384"
"liquid","PYA_31082021_BM171_1","PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g","50.0","1.5112","1.5076","7.202000000000001","1.2229","0.0150226920724733","-4.20860363188236"
"liquid","PYA_31082021_BM171_1","PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g","60.0","1.5112","1.5076","7.202000000000001","1.2229","0.0139677668853101","-4.005663681990603"
"liquid","PYA_31082021_BM171_2","PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g","-30.0","1.5112","1.5076","7.202000000000001","1.2229","0.0014021947555069","-6.477142613761296"
"liquid","PYA_31082021_BM171_2","PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g","-20.0","1.5112","1.5076","7.202000000000001","1.2229","0.0022137563762701","-6.137573343488177"
"liquid","PYA_31082021_BM171_2","PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g","-10.0","1.5112","1.5076","7.202000000000001","1.2229","0.0031098464199154","-5.823812111996978"
"liquid","PYA_31082021_BM171_2","PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g","0.0","1.5112","1.5076","7.202000000000001","1.2229","0.0040486002812688","-5.533024428482436"
"liquid","PYA_31082021_BM171_2","PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g","10.0","1.5112","1.5076","7.202000000000001","1.2229","0.0054540673026814","-5.262776224644006"
"liquid","PYA_31082021_BM171_2","PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g","20.0","1.5112","1.5076","7.202000000000001","1.2229","0.0068463469155442","-5.0109655581645"
"liquid","PYA_31082021_BM171_2","PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g","30.0","1.5112","1.5076","7.202000000000001","1.2229","0.0076778417844112","-4.7757678335606"
"liquid","PYA_31082021_BM171_2","PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g","40.0","1.5112","1.5076","7.202000000000001","1.2229","0.0107237105514229","-4.555591518798878"
"liquid","PYA_31082021_BM171_2","PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g","50.0","1.5112","1.5076","7.202000000000001","1.2229","0.0142728413104674","-4.3490420841090565"
"liquid","PYA_31082021_BM171_2","PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g","60.0","1.5112","1.5076","7.202000000000001","1.2229","0.0140420938508788","-4.154892435382904"
"liquid","PYA_31082021_BM171_3","PC:1.5112g | EC:1.5076g | EMC:7.202000000000001g | LiPF6:1.2229g","-30.0","1.5112","1.5076","7.202000000000001","1.2229","0.0013820682048411","-6.483217154433777"
