jid,phase,experiment_id,formulation,temperature_c,target_log_sigma,ionic_conductivity_s_cm,component_count,node_count,edge_count,salt_nodes,solvent_nodes
liquid_0125,liquid,PYA_30032021_BM066_3,PC:3.1775g | EC:2.1231g | EMC:5.3032g | LiPF6:1.6989g,60.0,-3.881411666605436,0.0153417168216594,4,4,12,1,3
liquid_0126,liquid,PYA_30032021_BM067_2,PC:4.2848g | EC:1.0666g | EMC:5.2959g | LiPF6:1.6975g,-30.0,-6.585151712302732,0.001139336021227,4,4,12,1,3
liquid_0127,liquid,PYA_30032021_BM067_2,PC:4.2848g | EC:1.0666g | EMC:5.2959g | LiPF6:1.6975g,-20.0,-6.24067227732275,0.0019755284108694,4,4,12,1,3
liquid_0128,liquid,PYA_30032021_BM067_2,PC:4.2848g | EC:1.0666g | EMC:5.2959g | LiPF6:1.6975g,-10.0,-5.92237406483792,0.0029753312533618,4,4,12,1,3
liquid_0129,liquid,PYA_30032021_BM067_2,PC:4.2848g | EC:1.0666g | EMC:5.2959g | LiPF6:1.6975g,0.0,-5.627381597363877,0.0038354234442664,4,4,12,1,3
liquid_0130,liquid,PYA_30032021_BM067_2,PC:4.2848g | EC:1.0666g | EMC:5.2959g | LiPF6:1.6975g,10.0,-5.353225610022206,0.0050981423475756,4,4,12,1,3
liquid_0131,liquid,PYA_30032021_BM067_2,PC:4.2848g | EC:1.0666g | EMC:5.2959g | LiPF6:1.6975g,20.0,-5.09777376645278,0.0063234333606068,4,4,12,1,3
liquid_0132,liquid,PYA_30032021_BM067_2,PC:4.2848g | EC:1.0666g | EMC:5.2959g | LiPF6:1.6975g,30.0,-4.859175087558888,0.0086558297605307,4,4,12,1,3
liquid_0133,liquid,PYA_30032021_BM067_2,PC:4.2848g | EC:1.0666g | EMC:5.2959g | LiPF6:1.6975g,40.0,-4.635815027786432,0.009936708755924,4,4,12,1,3
liquid_0134,liquid,PYA_30032021_BM067_2,PC:4.2848g | EC:1.0666g | EMC:5.2959g | LiPF6:1.6975g,50.0,-4.426278892493164,0.0100468778565603,4,4,12,1,3
liquid_0135,liquid,PYA_30032021_BM067_2,PC:4.2848g | EC:1.0666g | EMC:5.2959g | LiPF6:1.6975g,60.0,-4.229321843815129,0.0137301856752248,4,4,12,1,3
liquid_0136,liquid,PYA_30032021_BM067_4,PC:4.2848g | EC:1.0666g | EMC:5.2959g | LiPF6:1.6975g,-30.0,-6.559321648582458,0.0011969802468006,4,4,12,1,3
liquid_0137,liquid,PYA_30032021_BM067_4,PC:4.2848g | EC:1.0666g | EMC:5.2959g | LiPF6:1.6975g,-20.0,-6.213018092286195,0.001988931803392,4,4,12,1,3
liquid_0138,liquid,PYA_30032021_BM067_4,PC:4.2848g | EC:1.0666g | EMC:5.2959g | LiPF6:1.6975g,-10.0,-5.893034395864241,0.0029781286087363,4,4,12,1,3
liquid_0139,liquid,PYA_30032021_BM067_4,PC:4.2848g | EC:1.0666g | EMC:5.2959g | LiPF6:1.6975g,0.0,-5.596479855321619,0.0040153423738702,4,4,12,1,3
liquid_0140,liquid,PYA_30032021_BM067_4,PC:4.2848g | EC:1.0666g | EMC:5.2959g | LiPF6:1.6975g,10.0,-5.3208721302861575,0.0053558139778157,4,4,12,1,3
liquid_0141,liquid,PYA_30032021_BM067_4,PC:4.2848g | EC:1.0666g | EMC:5.2959g | LiPF6:1.6975g,20.0,-5.064067593040937,0.0067198944709994,4,4,12,1,3
liquid_0142,liquid,PYA_30032021_BM067_4,PC:4.2848g | EC:1.0666g | EMC:5.2959g | LiPF6:1.6975g,30.0,-4.824205463003055,0.0084250927726045,4,4,12,1,3
liquid_0143,liquid,PYA_30032021_BM067_4,PC:4.2848g | EC:1.0666g | EMC:5.2959g | LiPF6:1.6975g,40.0,-4.5996626451183165,0.0099049601763307,4,4,12,1,3
liquid_0144,liquid,PYA_30032021_BM067_4,PC:4.2848g | EC:1.0666g | EMC:5.2959g | LiPF6:1.6975g,50.0,-4.389016953514548,0.0119144541635108,4,4,12,1,3
liquid_0145,liquid,PYA_30032021_BM067_4,PC:4.2848g | EC:1.0666g | EMC:5.2959g | LiPF6:1.6975g,60.0,-4.191016958540152,0.0133669078386283,4,4,12,1,3
liquid_0146,liquid,PYA_30032021_BM068_1,PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g,-30.0,-6.685059273030498,0.0011075632299896,3,3,6,1,2
liquid_0147,liquid,PYA_30032021_BM068_1,PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g,-20.0,-6.314339361945943,0.0017890910958612,3,3,6,1,2
liquid_0148,liquid,PYA_30032021_BM068_1,PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g,-10.0,-5.971795009370569,0.0026274970232012,3,3,6,1,2
liquid_0149,liquid,PYA_30032021_BM068_1,PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g,0.0,-5.654331700366522,0.0035888235046088,3,3,6,1,2
liquid_0150,liquid,PYA_30032021_BM068_1,PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g,10.0,-5.359292075558416,0.0050429069325978,3,3,6,1,2
liquid_0151,liquid,PYA_30032021_BM068_1,PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g,20.0,-5.084381369379551,0.0069089024148288,3,3,6,1,2
liquid_0152,liquid,PYA_30032021_BM068_1,PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g,30.0,-4.827607605716198,0.0091906250612957,3,3,6,1,2
liquid_0153,liquid,PYA_30032021_BM068_1,PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g,40.0,-4.587233252154287,0.0094171011513749,3,3,6,1,2
liquid_0154,liquid,PYA_30032021_BM068_1,PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g,50.0,-4.361735850692759,0.0123777371737257,3,3,6,1,2
liquid_0155,liquid,PYA_30032021_BM068_1,PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g,60.0,-4.1497757388282,0.0138304293561211,3,3,6,1,2
liquid_0156,liquid,PYA_30032021_BM068_2,PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g,-30.0,-6.686993902367971,0.0011090611481278,3,3,6,1,2
liquid_0157,liquid,PYA_30032021_BM068_2,PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g,-20.0,-6.330568599327536,0.0018133745074984,3,3,6,1,2
liquid_0158,liquid,PYA_30032021_BM068_2,PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g,-10.0,-6.001232431992244,0.0026365484515657,3,3,6,1,2
liquid_0159,liquid,PYA_30032021_BM068_2,PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g,0.0,-5.696010206984265,0.0035219854913717,3,3,6,1,2
liquid_0160,liquid,PYA_30032021_BM068_2,PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g,10.0,-5.412347030184514,0.0046553643465567,3,3,6,1,2
liquid_0161,liquid,PYA_30032021_BM068_2,PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g,20.0,-5.148036620009341,0.0058840059014612,3,3,6,1,2
liquid_0162,liquid,PYA_30032021_BM068_2,PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g,30.0,-4.901163809054038,0.0074398910432424,3,3,6,1,2
liquid_0163,liquid,PYA_30032021_BM068_2,PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g,40.0,-4.670058062505907,0.0095422576365164,3,3,6,1,2
liquid_0164,liquid,PYA_30032021_BM068_2,PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g,50.0,-4.453255626899948,0.0117040420760538,3,3,6,1,2
liquid_0165,liquid,PYA_30032021_BM068_2,PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g,60.0,-4.249468495847851,0.0130454652206999,3,3,6,1,2
liquid_0166,liquid,PYA_30032021_BM068_3,PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g,-30.0,-6.62715744665002,0.0011483354175956,3,3,6,1,2
liquid_0167,liquid,PYA_30032021_BM068_3,PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g,-20.0,-6.269371398335255,0.0018667599556803,3,3,6,1,2
liquid_0168,liquid,PYA_30032021_BM068_3,PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g,-10.0,-5.938777905469075,0.002640680485666,3,3,6,1,2
liquid_0169,liquid,PYA_30032021_BM068_3,PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g,0.0,-5.63239041610765,0.0043337643143906,3,3,6,1,2
liquid_0170,liquid,PYA_30032021_BM068_3,PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g,10.0,-5.34764428216642,0.0054012338996823,3,3,6,1,2
liquid_0171,liquid,PYA_30032021_BM068_3,PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g,20.0,-5.08232479901429,0.0061441715417177,3,3,6,1,2
liquid_0172,liquid,PYA_30032021_BM068_3,PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g,30.0,-4.834509487602364,0.0074675158762071,3,3,6,1,2
liquid_0173,liquid,PYA_30032021_BM068_3,PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g,40.0,-4.602521435421599,0.0097328037485901,3,3,6,1,2
liquid_0174,liquid,PYA_30032021_BM068_3,PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g,50.0,-4.384891300751636,0.0131867008203425,3,3,6,1,2
liquid_0175,liquid,PYA_30032021_BM068_3,PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g,60.0,-4.180326159908475,0.0136023520243762,3,3,6,1,2
liquid_0176,liquid,PYA_30032021_BM068_4,PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g,-30.0,-6.79629026021075,0.0010257402256843,3,3,6,1,2
liquid_0177,liquid,PYA_30032021_BM068_4,PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g,-20.0,-6.420463215643135,0.0016816871222006,3,3,6,1,2
liquid_0178,liquid,PYA_30032021_BM068_4,PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g,-10.0,-6.073199883374027,0.00246000361664,3,3,6,1,2
liquid_0179,liquid,PYA_30032021_BM068_4,PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g,0.0,-5.7513631176265445,0.0033214025735571,3,3,6,1,2
liquid_0180,liquid,PYA_30032021_BM068_4,PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g,10.0,-5.452258950554498,0.0044267161358052,3,3,6,1,2
liquid_0181,liquid,PYA_30032021_BM068_4,PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g,20.0,-5.173561003306571,0.0056025504460559,3,3,6,1,2
liquid_0182,liquid,PYA_30032021_BM068_4,PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g,30.0,-4.9132498577903245,0.0079740131785993,3,3,6,1,2
liquid_0183,liquid,PYA_30032021_BM068_4,PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g,40.0,-4.669564044895265,0.0069222301062647,3,3,6,1,2
liquid_0184,liquid,PYA_30032021_BM068_4,PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g,50.0,-4.440960132844709,0.0124010476827421,3,3,6,1,2
liquid_0185,liquid,PYA_30032021_BM068_4,PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g,60.0,-4.226080003597729,0.0160420513175806,3,3,6,1,2
liquid_0186,liquid,PYA_30032021_BM069_2,PC:1.2065g | EC:4.2414g | EMC:5.3g | LiPF6:2.4043g,-30.0,-7.216441918687882,0.0005882283285207,4,4,12,1,3
liquid_0187,liquid,PYA_30032021_BM069_2,PC:1.2065g | EC:4.2414g | EMC:5.3g | LiPF6:2.4043g,-20.0,-6.743185810137995,0.0012356974438387,4,4,12,1,3
liquid_0188,liquid,PYA_30032021_BM069_2,PC:1.2065g | EC:4.2414g | EMC:5.3g | LiPF6:2.4043g,-10.0,-6.305898244894199,0.0020337346630649,4,4,12,1,3
liquid_0189,liquid,PYA_30032021_BM069_2,PC:1.2065g | EC:4.2414g | EMC:5.3g | LiPF6:2.4043g,0.0,-5.90062880633858,0.0030834879981451,4,4,12,1,3
liquid_0190,liquid,PYA_30032021_BM069_2,PC:1.2065g | EC:4.2414g | EMC:5.3g | LiPF6:2.4043g,10.0,-5.523985144830861,0.004506767648429,4,4,12,1,3
liquid_0191,liquid,PYA_30032021_BM069_2,PC:1.2065g | EC:4.2414g | EMC:5.3g | LiPF6:2.4043g,20.0,-5.173037793165045,0.0049747124163518,4,4,12,1,3
liquid_0192,liquid,PYA_30032021_BM069_2,PC:1.2065g | EC:4.2414g | EMC:5.3g | LiPF6:2.4043g,30.0,-4.845243821124222,0.0077892254988426,4,4,12,1,3
liquid_0193,liquid,PYA_30032021_BM069_2,PC:1.2065g | EC:4.2414g | EMC:5.3g | LiPF6:2.4043g,40.0,-4.538385117934799,0.0116296355300726,4,4,12,1,3
liquid_0194,liquid,PYA_30032021_BM069_2,PC:1.2065g | EC:4.2414g | EMC:5.3g | LiPF6:2.4043g,50.0,-4.250518133958711,0.0163760014957845,4,4,12,1,3
liquid_0195,liquid,PYA_30032021_BM069_2,PC:1.2065g | EC:4.2414g | EMC:5.3g | LiPF6:2.4043g,60.0,-3.9799326738593193,0.0144587802826108,4,4,12,1,3
liquid_0196,liquid,PYA_30032021_BM070_1,PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g,-30.0,-7.334314631872111,0.0005318249885652,4,4,12,1,3
liquid_0197,liquid,PYA_30032021_BM070_1,PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g,-20.0,-6.877404374604923,0.001052014457847,4,4,12,1,3
liquid_0198,liquid,PYA_30032021_BM070_1,PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g,-10.0,-6.455220338676682,0.0017558300701366,4,4,12,1,3
liquid_0199,liquid,PYA_30032021_BM070_1,PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g,0.0,-6.06394855139777,0.0025421668506002,4,4,12,1,3
liquid_0200,liquid,PYA_30032021_BM070_1,PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g,10.0,-5.700313831911826,0.0035818169812596,4,4,12,1,3
liquid_0201,liquid,PYA_30032021_BM070_1,PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g,20.0,-5.361487894243103,0.004777460259312,4,4,12,1,3
liquid_0202,liquid,PYA_30032021_BM070_1,PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g,30.0,-5.045015638756055,0.0073514910109206,4,4,12,1,3
liquid_0203,liquid,PYA_30032021_BM070_1,PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g,40.0,-4.748755566279517,0.0087933780675975,4,4,12,1,3
liquid_0204,liquid,PYA_30032021_BM070_1,PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g,50.0,-4.470831255676815,0.0088064861564657,4,4,12,1,3
liquid_0205,liquid,PYA_30032021_BM070_1,PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g,60.0,-4.209591580259628,0.0150484448878261,4,4,12,1,3
liquid_0206,liquid,PYA_30032021_BM070_3,PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g,-30.0,-7.250805710889029,0.0005597891565677,4,4,12,1,3
liquid_0207,liquid,PYA_30032021_BM070_3,PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g,-20.0,-6.789027239355995,0.0011356025960783,4,4,12,1,3
liquid_0208,liquid,PYA_30032021_BM070_3,PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g,-10.0,-6.362344984545974,0.001930107279483,4,4,12,1,3
liquid_0209,liquid,PYA_30032021_BM070_3,PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g,0.0,-5.966904337263685,0.0029067705075772,4,4,12,1,3
liquid_0210,liquid,PYA_30032021_BM070_3,PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g,10.0,-5.599395220780075,0.0041886626064573,4,4,12,1,3
liquid_0211,liquid,PYA_30032021_BM070_3,PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g,20.0,-5.256959214750745,0.0057073278352457,4,4,12,1,3
liquid_0212,liquid,PYA_30032021_BM070_3,PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g,30.0,-4.937115061337568,0.0072303757999618,4,4,12,1,3
liquid_0213,liquid,PYA_30032021_BM070_3,PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g,40.0,-4.6376984444668246,0.0090680828803431,4,4,12,1,3
liquid_0214,liquid,PYA_30032021_BM070_3,PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g,50.0,-4.356812950410301,0.0115066944099231,4,4,12,1,3
liquid_0215,liquid,PYA_30032021_BM070_3,PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g,60.0,-4.092789860319352,0.0157367673193334,4,4,12,1,3
liquid_0216,liquid,PYA_30032021_BM070_4,PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g,-30.0,-7.284017367268065,0.0005529440513043,4,4,12,1,3
liquid_0217,liquid,PYA_30032021_BM070_4,PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g,-20.0,-6.8201129576136506,0.0011082726778977,4,4,12,1,3
liquid_0218,liquid,PYA_30032021_BM070_4,PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g,-10.0,-6.3914663408267565,0.0018737632090913,4,4,12,1,3
liquid_0219,liquid,PYA_30032021_BM070_4,PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g,0.0,-5.994205161842308,0.0027426899098911,4,4,12,1,3
liquid_0220,liquid,PYA_30032021_BM070_4,PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g,10.0,-5.6250041049828425,0.0039138103357662,4,4,12,1,3
liquid_0221,liquid,PYA_30032021_BM070_4,PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g,20.0,-5.28099159029356,0.0053356053548906,4,4,12,1,3
liquid_0222,liquid,PYA_30032021_BM070_4,PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g,30.0,-4.959674936708636,0.0073684967948165,4,4,12,1,3
liquid_0223,liquid,PYA_30032021_BM070_4,PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g,40.0,-4.658879864064787,0.0096491553882897,4,4,12,1,3
liquid_0224,liquid,PYA_30032021_BM070_4,PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g,50.0,-4.376701227914447,0.0116448348963283,4,4,12,1,3
liquid_0225,liquid,PYA_30032021_BM070_4,PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g,60.0,-4.1114626269524805,0.0144397358503603,4,4,12,1,3
liquid_0226,liquid,PYA_30032021_BM071_2,PC:3.1845g | EC:2.1278g | EMC:5.2953g | LiPF6:2.4003g,-30.0,-7.244667235630739,0.0005714919067333,4,4,12,1,3
liquid_0227,liquid,PYA_30032021_BM071_2,PC:3.1845g | EC:2.1278g | EMC:5.2953g | LiPF6:2.4003g,-20.0,-6.7956985330013895,0.0011165465791653,4,4,12,1,3
liquid_0228,liquid,PYA_30032021_BM071_2,PC:3.1845g | EC:2.1278g | EMC:5.2953g | LiPF6:2.4003g,-10.0,-6.380852475451223,0.0018547784265209,4,4,12,1,3
liquid_0229,liquid,PYA_30032021_BM071_2,PC:3.1845g | EC:2.1278g | EMC:5.2953g | LiPF6:2.4003g,0.0,-5.996381380928709,0.0027346418185657,4,4,12,1,3
liquid_0230,liquid,PYA_30032021_BM071_2,PC:3.1845g | EC:2.1278g | EMC:5.2953g | LiPF6:2.4003g,10.0,-5.639066994477715,0.0039409147519503,4,4,12,1,3
liquid_0231,liquid,PYA_30032021_BM071_2,PC:3.1845g | EC:2.1278g | EMC:5.2953g | LiPF6:2.4003g,20.0,-5.306130188545292,0.0055652410074503,4,4,12,1,3
liquid_0232,liquid,PYA_30032021_BM071_2,PC:3.1845g | EC:2.1278g | EMC:5.2953g | LiPF6:2.4003g,30.0,-4.995158535568993,0.0072618618982407,4,4,12,1,3
liquid_0233,liquid,PYA_30032021_BM071_2,PC:3.1845g | EC:2.1278g | EMC:5.2953g | LiPF6:2.4003g,40.0,-4.7040477577628215,0.0090809523577657,4,4,12,1,3
liquid_0234,liquid,PYA_30032021_BM071_2,PC:3.1845g | EC:2.1278g | EMC:5.2953g | LiPF6:2.4003g,50.0,-4.430954048055441,0.0108384962439763,4,4,12,1,3
liquid_0235,liquid,PYA_30032021_BM071_2,PC:3.1845g | EC:2.1278g | EMC:5.2953g | LiPF6:2.4003g,60.0,-4.1742549779823,0.0131440167079133,4,4,12,1,3
liquid_0236,liquid,PYA_30032021_BM071_3,PC:3.1845g | EC:2.1278g | EMC:5.2953g | LiPF6:2.4003g,-30.0,-7.182524514210049,0.0005965051012748,4,4,12,1,3
liquid_0237,liquid,PYA_30032021_BM071_3,PC:3.1845g | EC:2.1278g | EMC:5.2953g | LiPF6:2.4003g,-20.0,-6.738391599712396,0.0011709297952627,4,4,12,1,3
liquid_0238,liquid,PYA_30032021_BM071_3,PC:3.1845g | EC:2.1278g | EMC:5.2953g | LiPF6:2.4003g,-10.0,-6.328013799369988,0.0019718760413049,4,4,12,1,3
liquid_0239,liquid,PYA_30032021_BM071_3,PC:3.1845g | EC:2.1278g | EMC:5.2953g | LiPF6:2.4003g,0.0,-5.947683796965886,0.0029263980506366,4,4,12,1,3
liquid_0240,liquid,PYA_30032021_BM071_3,PC:3.1845g | EC:2.1278g | EMC:5.2953g | LiPF6:2.4003g,10.0,-5.594218000982699,0.0041436335248051,4,4,12,1,3
liquid_0241,liquid,PYA_30032021_BM071_3,PC:3.1845g | EC:2.1278g | EMC:5.2953g | LiPF6:2.4003g,20.0,-5.264867217517554,0.005905220857734,4,4,12,1,3
liquid_0242,liquid,PYA_30032021_BM071_3,PC:3.1845g | EC:2.1278g | EMC:5.2953g | LiPF6:2.4003g,30.0,-4.957245002976383,0.0077558464648822,4,4,12,1,3
liquid_0243,liquid,PYA_30032021_BM071_3,PC:3.1845g | EC:2.1278g | EMC:5.2953g | LiPF6:2.4003g,40.0,-4.669269744497236,0.0091881133043388,4,4,12,1,3
liquid_0244,liquid,PYA_30032021_BM071_3,PC:3.1845g | EC:2.1278g | EMC:5.2953g | LiPF6:2.4003g,50.0,-4.399117494433946,0.0108753665669261,4,4,12,1,3
liquid_0245,liquid,PYA_30032021_BM071_3,PC:3.1845g | EC:2.1278g | EMC:5.2953g | LiPF6:2.4003g,60.0,-4.145183299304665,0.013556717616314,4,4,12,1,3
liquid_0246,liquid,PYA_30032021_BM072_1,PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g,-30.0,-7.2424450837683985,0.0005828627107543,4,4,12,1,3
liquid_0247,liquid,PYA_30032021_BM072_1,PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g,-20.0,-6.786752529572913,0.0011579946316205,4,4,12,1,3
liquid_0248,liquid,PYA_30032021_BM072_1,PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g,-10.0,-6.365693648506479,0.0018754236688187,4,4,12,1,3
liquid_0249,liquid,PYA_30032021_BM072_1,PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g,0.0,-5.975464632427519,0.0029050964903698,4,4,12,1,3
liquid_0250,liquid,PYA_30032021_BM072_1,PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g,10.0,-5.612799029103563,0.0039010997752214,4,4,12,1,3
